,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
1023.0,"Sonatongor Masjid Road, Hazaribag, Dhaka",6000000,Apartment,3.0,3.0,1200.0,23.783479999999997,90.39614,Hazaribag,Sonatongor Masjid Road
1024.0,"Sonatongor Masjid Road, Hazaribag, Dhaka",5400000,Apartment,3.0,3.0,1080.0,23.783479999999997,90.39614,Hazaribag,Sonatongor Masjid Road
1025.0,"Pirerbag, Mirpur, Dhaka",6300000,Apartment,3.0,3.0,1425.0,23.81223,90.35967,Mirpur,Pirerbag
1026.0,"Pirerbag, Mirpur, Dhaka",6200000,Apartment,3.0,3.0,1110.0,23.81223,90.35967,Mirpur,Pirerbag
1027.0,"Sector 17, Uttara, Dhaka",13400000,Apartment,3.0,3.0,1720.0,23.86846,90.3928,Uttara,Sector 17
1028.0,"Sector 17, Uttara, Dhaka",13400000,Apartment,3.0,3.0,1720.0,23.86846,90.3928,Uttara,Sector 17
1029.0,"Bochila, Mohammadpur, Dhaka",5850000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1030.0,"Bochila, Mohammadpur, Dhaka",5850000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1031.0,"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.71667,90.42181,JatraBari,Dhalpur
1032.0,"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.71667,90.42181,JatraBari,Dhalpur
1033.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",6200000,Apartment,3.0,2.0,1130.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
1034.0,"Sector 17, Uttara, Dhaka",13400000,Apartment,3.0,3.0,1720.0,23.86846,90.3928,Uttara,Sector 17
1035.0,"Sector 17, Uttara, Dhaka",13400000,Apartment,3.0,3.0,1720.0,23.86846,90.3928,Uttara,Sector 17
1036.0,"Sector 17, Uttara, Dhaka",13400000,Apartment,3.0,3.0,1720.0,23.86846,90.3928,Uttara,Sector 17
1037.0,"Chandrima Model Town, Mohammadpur, Dhaka",4000000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
1038.0,"Bochila, Mohammadpur, Dhaka",5850000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1039.0,"Sector 6, Uttara, Dhaka",15000000,Apartment,4.0,4.0,2200.0,23.86846,90.3928,Uttara,Sector 6
1040.0,"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.71667,90.42181,JatraBari,Dhalpur
1041.0,"Dhalpur, Jatra Bari, Dhaka",3100000,Apartment,2.0,2.0,700.0,23.71667,90.42181,JatraBari,Dhalpur
1042.0,"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.71667,90.42181,JatraBari,Dhalpur
1043.0,"Dhalpur, Jatra Bari, Dhaka",3100000,Apartment,2.0,2.0,700.0,23.71667,90.42181,JatraBari,Dhalpur
1044.0,"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2.0,2.0,800.0,23.71667,90.42181,JatraBari,Dhalpur
1045.0,"Dhalpur, Jatra Bari, Dhaka",3100000,Apartment,2.0,2.0,700.0,23.71667,90.42181,JatraBari,Dhalpur
1046.0,"Darussalam, Mirpur, Dhaka",4462000,Apartment,3.0,3.0,970.0,23.7792,90.35374,Mirpur,Darussalam
1047.0,"Bochila, Mohammadpur, Dhaka",5850000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1048.0,"Outer Circular Road, Shiddheswari, Dhaka",12000000,Apartment,3.0,4.0,1625.0,23.72682,90.42152,Shiddheswari,Outer Circular Road
1049.0,"Pirerbag, Mirpur, Dhaka",7000000,Apartment,4.0,3.0,1365.0,23.81223,90.35967,Mirpur,Pirerbag
1050.0,"South Banasree Project, Banasree, Dhaka",9500000,Apartment,3.0,4.0,1725.0,23.76354,90.4318,Banasree,South Banasree Project
1051.0,"Faydabad, Dakshin Khan, Dhaka",7200000,Apartment,3.0,4.0,1560.0,23.851589999999998,90.4151,DakshinKhan,Faydabad
1052.0,"Islambag, Lalbagh, Dhaka",45000000,Building,15.0,6.0,5000.0,23.721629999999998,90.38809,Lalbagh,Islambag
1053.0,"Konapara, Jatra Bari, Dhaka",5320800,Apartment,3.0,3.0,1078.0,23.71032,90.46983,JatraBari,Konapara
1054.0,"Topkhana Road, Shegunbagicha, Dhaka",17000000,Apartment,3.0,3.0,1590.0,23.73006,90.40953,Shegunbagicha,Topkhana Road
1055.0,"Uttar Badda, Badda, Dhaka",5265000,Apartment,3.0,3.0,1170.0,23.81501,90.43623000000001,Badda,Uttar Badda
1056.0,"Nurer Chala, Badda, Dhaka",7000000,Apartment,3.0,3.0,1350.0,23.81501,90.43623000000001,Badda,Nurer Chala
1057.0,"Muslim Modern College Road, Kachukhet, Dhaka",6336000,Apartment,3.0,3.0,1320.0,23.859189999999998,90.42506,Kachukhet,Muslim Modern College Road
1058.0,"Muslim Modern College Road, Kachukhet, Dhaka",5928000,Apartment,3.0,3.0,1235.0,23.859189999999998,90.42506,Kachukhet,Muslim Modern College Road
1059.0,"Muslim Modern College Road, Kachukhet, Dhaka",6936000,Apartment,3.0,3.0,1445.0,23.859189999999998,90.42506,Kachukhet,Muslim Modern College Road
1060.0,"Muslim Modern College Road, Kachukhet, Dhaka",6336000,Apartment,3.0,3.0,1320.0,23.859189999999998,90.42506,Kachukhet,Muslim Modern College Road
1061.0,"Muslim Modern College Road, Kachukhet, Dhaka",5928000,Apartment,3.0,3.0,1235.0,23.859189999999998,90.42506,Kachukhet,Muslim Modern College Road
1062.0,"Faridabad, Shyampur, Dhaka",29000000,Plot,,,5400.0,23.69621,90.42087,Shyampur,Faridabad
1063.0,"Block B, Aftab Nagar, Dhaka",10500000,Apartment,4.0,3.0,1674.0,23.75729,90.36780999999999,AftabNagar,Block B
1064.0,"Block B, Aftab Nagar, Dhaka",10500000,Apartment,4.0,3.0,1674.0,23.75729,90.36780999999999,AftabNagar,Block B
1065.0,"Block B, Aftab Nagar, Dhaka",10500000,Apartment,4.0,3.0,1674.0,23.75729,90.36780999999999,AftabNagar,Block B
1066.0,"Konapara, Jatra Bari, Dhaka",3762500,Apartment,3.0,2.0,1075.0,23.71032,90.46983,JatraBari,Konapara
1067.0,"Bochila, Mohammadpur, Dhaka",4650000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1068.0,"Middle Paikpara, Mirpur, Dhaka",5700000,Apartment,3.0,3.0,1150.0,23.791929999999997,90.35733,Mirpur,Middle Paikpara
1069.0,"Section 11, Mirpur, Dhaka",2000000,Apartment,2.0,2.0,650.0,23.81223,90.35967,Mirpur,Section 11
1070.0,"Bochila, Mohammadpur, Dhaka",9200000,Apartment,4.0,4.0,2400.0,23.76427,90.36547,Mohammadpur,Bochila
1071.0,"Konapara, Jatra Bari, Dhaka",3870000,Apartment,3.0,2.0,1075.0,23.71032,90.46983,JatraBari,Konapara
1072.0,"Road No 2A, Cantonment, Dhaka",31000000,Apartment,3.0,4.0,2200.0,23.766289999999998,90.41775,Cantonment,Road No 2A
1073.0,"New Eskaton Road, Eskaton, Dhaka",5200000,Apartment,3.0,2.0,1250.0,23.747510000000002,90.40013,Eskaton,New Eskaton Road
1074.0,"Road No 15, Dhanmondi, Dhaka",22000000,Apartment,3.0,4.0,2100.0,23.766289999999998,90.41775,Dhanmondi,Road No 15
1075.0,"Bochila, Mohammadpur, Dhaka",4650000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1076.0,"Sector 23, Purbachal, Dhaka",12500000,Plot,,,2184.0,23.826529999999998,90.42905999999999,Purbachal,Sector 23
1077.0,"Sector 20, Purbachal, Dhaka",12000000,Plot,,,2184.0,23.826529999999998,90.42905999999999,Purbachal,Sector 20
1078.0,"Bochila, Mohammadpur, Dhaka",4650000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1079.0,"West Dhanmondi, Dhanmondi, Dhaka",4500000,Apartment,2.0,2.0,950.0,23.75047,90.36678,Dhanmondi,West Dhanmondi
1080.0,"Sector 12, Uttara, Dhaka",6000000,Apartment,2.0,2.0,990.0,23.86846,90.3928,Uttara,Sector 12
1081.0,"Naya Bazar, Bangshal, Dhaka",1400000,Apartment,2.0,1.0,450.0,23.71378,90.40432,Bangshal,Naya Bazar
1082.0,"Naya Bazar, Bangshal, Dhaka",1400000,Apartment,2.0,1.0,450.0,23.71378,90.40432,Bangshal,Naya Bazar
1083.0,"Bochila, Mohammadpur, Dhaka",4650000,Apartment,3.0,3.0,1200.0,23.76427,90.36547,Mohammadpur,Bochila
1084.0,"Poribagh Road Number 2, Paribagh, Dhaka",50000000,Apartment,3.0,3.0,2720.0,23.775270000000003,90.35955,Paribagh,Poribagh Road Number 2
1085.0,"Konapara, Jatra Bari, Dhaka",3655000,Apartment,3.0,2.0,1075.0,23.71032,90.46983,JatraBari,Konapara
1086.0,"Road No 8A, Dhanmondi, Dhaka",24000000,Apartment,3.0,3.0,2100.0,23.766289999999998,90.41775,Dhanmondi,Road No 8A
1087.0,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.81467,90.37306,Mirpur,Kallyanpur
1088.0,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.81467,90.37306,Mirpur,Kallyanpur
1089.0,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.81467,90.37306,Mirpur,Kallyanpur
1090.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1091.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1092.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1093.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1094.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1095.0,"Sector 13, Uttara, Dhaka",12000000,Apartment,3.0,3.0,1420.0,23.86846,90.3928,Uttara,Sector 13
1096.0,"Sector 13, Uttara, Dhaka",12000000,Apartment,3.0,3.0,1420.0,23.86846,90.3928,Uttara,Sector 13
1097.0,"Sector 13, Uttara, Dhaka",12000000,Apartment,3.0,3.0,1420.0,23.86846,90.3928,Uttara,Sector 13
1098.0,"Manikdi, Cantonment, Dhaka",4560000,Apartment,3.0,3.0,1140.0,23.73905,90.46181,Cantonment,Manikdi
1099.0,"Shahid Syed Nazrul Islam Sharani, Motijheel, Dhaka",11000000,Apartment,3.0,3.0,1385.0,23.725579999999997,90.42179,Motijheel,Shahid Syed Nazrul Islam Sharani
1100.0,"East Bashabo, Bashabo, Dhaka",5000000,Apartment,3.0,3.0,1140.0,23.7405,90.43472,Bashabo,East Bashabo
1101.0,"East Bashabo, Bashabo, Dhaka",5000000,Apartment,3.0,3.0,1140.0,23.7405,90.43472,Bashabo,East Bashabo
1102.0,"Middle Paikpara, Mirpur, Dhaka",5700000,Apartment,3.0,3.0,1150.0,23.791929999999997,90.35733,Mirpur,Middle Paikpara
1103.0,"Middle Paikpara, Mirpur, Dhaka",5700000,Apartment,3.0,3.0,1150.0,23.791929999999997,90.35733,Mirpur,Middle Paikpara
1104.0,"Middle Paikpara, Mirpur, Dhaka",5700000,Apartment,3.0,3.0,1150.0,23.791929999999997,90.35733,Mirpur,Middle Paikpara
1105.0,"Kachukhet, Dhaka",4400000,Apartment,2.0,2.0,823.0,23.73795,90.39749,Kachukhet,
1106.0,"Block H, Bashundhara R-A, Dhaka",11300000,Apartment,3.0,3.0,1508.0,23.668029999999998,90.43935,BashundharaR-A,Block H
1107.0,"Block H, Bashundhara R-A, Dhaka",11300000,Apartment,3.0,3.0,1508.0,23.668029999999998,90.43935,BashundharaR-A,Block H
1108.0,"Darussalam, Mirpur, Dhaka",7500000,Apartment,3.0,3.0,1345.0,23.7792,90.35374,Mirpur,Darussalam
1109.0,"Sonatongor Masjid Road, Hazaribag, Dhaka",6000000,Apartment,3.0,3.0,1200.0,23.783479999999997,90.39614,Hazaribag,Sonatongor Masjid Road
1110.0,"Sonatongor Masjid Road, Hazaribag, Dhaka",5400000,Apartment,3.0,3.0,1080.0,23.783479999999997,90.39614,Hazaribag,Sonatongor Masjid Road
1111.0,"Sonatongor Masjid Road, Hazaribag, Dhaka",5500000,Apartment,3.0,3.0,1100.0,23.783479999999997,90.39614,Hazaribag,Sonatongor Masjid Road
1112.0,"Kamlapur, Motijheel, Dhaka",8000000,Apartment,3.0,2.0,1200.0,23.725579999999997,90.42179,Motijheel,Kamlapur
1113.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1114.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1115.0,"Kallyanpur, Mirpur, Dhaka",6250000,Apartment,3.0,3.0,1250.0,23.81467,90.37306,Mirpur,Kallyanpur
1116.0,"Ahmed Nagar, Mirpur, Dhaka",3600000,Apartment,2.0,2.0,930.0,23.81223,90.35967,Mirpur,Ahmed Nagar
1117.0,"Ashulia, Savar, Dhaka",5500000,Plot,,,3640.0,23.841520000000003,90.24643,Savar,Ashulia
1118.0,"Ashulia, Savar, Dhaka",8500000,Plot,,,2184.0,23.841520000000003,90.24643,Savar,Ashulia
1119.0,"Road No 11A, Dhanmondi, Dhaka",23000000,Apartment,3.0,3.0,1826.0,23.766289999999998,90.41775,Dhanmondi,Road No 11A
1120.0,"2nd Colony, Mirpur, Dhaka",3676000,Apartment,2.0,2.0,919.0,23.81223,90.35967,Mirpur,2nd Colony
1121.0,"Nayatola, Maghbazar, Dhaka",9700000,Apartment,4.0,4.0,1550.0,23.754739999999998,90.40769,Maghbazar,Nayatola
1122.0,"Bibir Bagicha, Jatra Bari, Dhaka",3500000,Apartment,2.0,1.0,700.0,23.710639999999998,90.43576999999999,JatraBari,Bibir Bagicha
1123.0,"Bibir Bagicha, Jatra Bari, Dhaka",3500000,Apartment,2.0,1.0,700.0,23.710639999999998,90.43576999999999,JatraBari,Bibir Bagicha
1124.0,"Bibir Bagicha, Jatra Bari, Dhaka",3500000,Apartment,2.0,1.0,700.0,23.710639999999998,90.43576999999999,JatraBari,Bibir Bagicha
1125.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1126.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1127.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1128.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1129.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,3.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1130.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3.0,2.0,1250.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
1131.0,"Kalabagan 1st Lane, Kalabagan, Dhaka",9500000,Apartment,3.0,3.0,1100.0,23.74748,90.38231,Kalabagan,Kalabagan 1st Lane
1132.0,"Badda, Savar, Dhaka",4800000,Plot,,,1456.0,23.841520000000003,90.24643,Savar,Badda
1133.0,"Kalabagan 1st Lane, Kalabagan, Dhaka",9500000,Apartment,3.0,3.0,1100.0,23.74748,90.38231,Kalabagan,Kalabagan 1st Lane
1134.0,"Dakhshin Para, Mohakhali, Dhaka",4600000,Apartment,2.0,2.0,730.0,23.780739999999998,90.40911,Mohakhali,Dakhshin Para
1135.0,"Purana Paltan, Motijheel, Dhaka",8500000,Apartment,3.0,3.0,1320.0,23.730529999999998,90.41117,Motijheel,Purana Paltan
1136.0,"South Keraniganj, Keraniganj, Dhaka",5700000,Plot,,,6120.0,23.644560000000002,90.34818,Keraniganj,South Keraniganj
1137.0,"Bibir Bagicha, Jatra Bari, Dhaka",3500000,Apartment,2.0,1.0,700.0,23.710639999999998,90.43576999999999,JatraBari,Bibir Bagicha
1138.0,"Bibir Bagicha, Jatra Bari, Dhaka",5000000,Apartment,3.0,2.0,1000.0,23.710639999999998,90.43576999999999,JatraBari,Bibir Bagicha
1139.0,"New Baily Road, Shiddheswari, Dhaka",21000000,Apartment,3.0,4.0,1815.0,23.74229,90.4108,Shiddheswari,New Baily Road
1140.0,"West Shewrapara, Mirpur, Dhaka",4800000,Apartment,3.0,3.0,1220.0,23.81223,90.35967,Mirpur,West Shewrapara
1141.0,"Chandrima Model Town, Mohammadpur, Dhaka",7000000,Apartment,3.0,3.0,1600.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
1142.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
1143.0,"Darussalam, Mirpur, Dhaka",4800000,Apartment,3.0,3.0,1050.0,23.7792,90.35374,Mirpur,Darussalam
1144.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
1145.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1146.0,"Chandrima Model Town, Mohammadpur, Dhaka",3780000,Apartment,3.0,2.0,1050.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
1147.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1148.0,"Chandrima Model Town, Mohammadpur, Dhaka",5781000,Apartment,3.0,3.0,1566.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
1149.0,"2nd Colony, Mirpur, Dhaka",5852000,Apartment,3.0,3.0,1463.0,23.81223,90.35967,Mirpur,2nd Colony
1150.0,"Matikata, Cantonment, Dhaka",4200000,Apartment,3.0,3.0,1050.0,23.81934,90.39418,Cantonment,Matikata
1151.0,"Matikata, Cantonment, Dhaka",4200000,Apartment,3.0,3.0,1050.0,23.81934,90.39418,Cantonment,Matikata
1152.0,"Chandrima Model Town, Mohammadpur, Dhaka",5800000,Apartment,3.0,3.0,1388.0,23.76427,90.36547,Mohammadpur,Chandrima Model Town
1153.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1154.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1155.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1156.0,"Green Road, Kalabagan, Dhaka",6800000,Apartment,3.0,2.0,950.0,23.7544,90.38859000000001,Kalabagan,Green Road
1157.0,"Uttar Badda, Badda, Dhaka",3500000,Apartment,2.0,1.0,700.0,23.81501,90.43623000000001,Badda,Uttar Badda
1158.0,"West Agargaon, Agargaon, Dhaka",7800000,Apartment,3.0,3.0,1384.0,23.773229999999998,90.37154,Agargaon,West Agargaon
1159.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1160.0,"Uttar Badda, Badda, Dhaka",6050000,Apartment,3.0,3.0,1200.0,23.81501,90.43623000000001,Badda,Uttar Badda
1161.0,"Manikdi, Cantonment, Dhaka",6210000,Apartment,3.0,3.0,1380.0,23.73905,90.46181,Cantonment,Manikdi
1162.0,"Manikdi, Cantonment, Dhaka",6210000,Apartment,3.0,3.0,1380.0,23.73905,90.46181,Cantonment,Manikdi
1163.0,"Sher-E-Bangla Road, Hazaribag, Dhaka",5860000,Apartment,3.0,3.0,1172.0,23.734939999999998,90.36859,Hazaribag,Sher-E-Bangla Road
1164.0,"Section 2, Mirpur, Dhaka",13500000,Apartment,3.0,3.0,1605.0,23.81223,90.35967,Mirpur,Section 2
1165.0,"Uttar Badda, Badda, Dhaka",3000000,Apartment,2.0,2.0,840.0,23.81501,90.43623000000001,Badda,Uttar Badda
1166.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1167.0,"Bochila, Mohammadpur, Dhaka",3300000,Apartment,2.0,2.0,825.0,23.76427,90.36547,Mohammadpur,Bochila
1168.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1169.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1170.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1171.0,"Boro Maghbazar, Maghbazar, Dhaka",9000000,Apartment,3.0,3.0,1200.0,23.7526,90.4026,Maghbazar,Boro Maghbazar
1172.0,"South Baridhara Residential Area,D.I.T. Project, Badda, Dhaka",23800000,Plot,,,1800.0,23.82789,90.3615,Badda,D.I.T. Project
1173.0,"Gobindapur, Jatra Bari, Dhaka",4200000,Apartment,3.0,2.0,800.0,23.71667,90.42181,JatraBari,Gobindapur
1174.0,"Gobindapur, Jatra Bari, Dhaka",4200000,Apartment,3.0,2.0,800.0,23.71667,90.42181,JatraBari,Gobindapur
1175.0,"Peer Saheber Goli, Shantinagar, Dhaka",11000000,Apartment,3.0,3.0,1265.0,23.74071,90.41285,Shantinagar,Peer Saheber Goli
1176.0,"Chowdhuripara, Khilgaon, Dhaka",11000000,Apartment,3.0,3.0,1250.0,23.75349,90.42469,Khilgaon,Chowdhuripara
1177.0,"Nurer Chala, Badda, Dhaka",7000000,Apartment,3.0,3.0,1350.0,23.81501,90.43623000000001,Badda,Nurer Chala
1178.0,"Sher-E-Bangla Road, Hazaribag, Dhaka",7255000,Apartment,3.0,3.0,1451.0,23.734939999999998,90.36859,Hazaribag,Sher-E-Bangla Road
1179.0,"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3.0,3.0,1450.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
1180.0,"Sher-E-Bangla Road, Hazaribag, Dhaka",5970000,Apartment,3.0,3.0,1194.0,23.734939999999998,90.36859,Hazaribag,Sher-E-Bangla Road
1181.0,"Road No 23, Banani, Dhaka",35000000,Apartment,3.0,4.0,2300.0,23.766289999999998,90.41775,Banani,Road No 23
1182.0,"Road No 3A, Dhanmondi, Dhaka",18400000,Apartment,3.0,2.0,1535.0,23.766289999999998,90.41775,Dhanmondi,Road No 3A
1183.0,"West Dhanmondi, Dhanmondi, Dhaka",9500000,Apartment,3.0,3.0,1458.0,23.75047,90.36678,Dhanmondi,West Dhanmondi
1184.0,"Darussalam, Mirpur, Dhaka",6300000,Apartment,3.0,3.0,1150.0,23.7792,90.35374,Mirpur,Darussalam
1185.0,"Darussalam, Mirpur, Dhaka",6300000,Apartment,3.0,3.0,1150.0,23.7792,90.35374,Mirpur,Darussalam
1186.0,"Darussalam, Mirpur, Dhaka",6300000,Apartment,3.0,3.0,1150.0,23.7792,90.35374,Mirpur,Darussalam
1187.0,"Darussalam, Mirpur, Dhaka",4800000,Apartment,3.0,3.0,1050.0,23.7792,90.35374,Mirpur,Darussalam
1188.0,"Darussalam, Mirpur, Dhaka",4800000,Apartment,3.0,3.0,1050.0,23.7792,90.35374,Mirpur,Darussalam
1189.0,"Darussalam, Mirpur, Dhaka",5500000,Apartment,3.0,3.0,1100.0,23.7792,90.35374,Mirpur,Darussalam
1190.0,"Darussalam, Mirpur, Dhaka",5500000,Apartment,3.0,3.0,1100.0,23.7792,90.35374,Mirpur,Darussalam
1191.0,"Darussalam, Mirpur, Dhaka",5500000,Apartment,3.0,3.0,1100.0,23.7792,90.35374,Mirpur,Darussalam
1192.0,"Jagannathpur, Badda, Dhaka",9940000,Apartment,3.0,3.0,1420.0,23.778760000000002,90.42571,Badda,Jagannathpur
1193.0,"Jagannathpur, Badda, Dhaka",9954000,Apartment,3.0,3.0,1422.0,23.778760000000002,90.42571,Badda,Jagannathpur
1194.0,"Jagannathpur, Badda, Dhaka",8358000,Apartment,3.0,3.0,1194.0,23.778760000000002,90.42571,Badda,Jagannathpur
1195.0,"Jagannathpur, Badda, Dhaka",8288000,Apartment,3.0,3.0,1184.0,23.778760000000002,90.42571,Badda,Jagannathpur
1196.0,"Jagannathpur, Badda, Dhaka",10668000,Apartment,3.0,3.0,1524.0,23.778760000000002,90.42571,Badda,Jagannathpur
1197.0,"Block A, Bashundhara R-A, Dhaka",22000000,Apartment,4.0,4.0,2440.0,23.75669,90.37316,BashundharaR-A,Block A
1198.0,"Darussalam, Mirpur, Dhaka",8167000,Apartment,3.0,3.0,1485.0,23.7792,90.35374,Mirpur,Darussalam
1199.0,"Darussalam, Mirpur, Dhaka",8167000,Apartment,3.0,3.0,1485.0,23.7792,90.35374,Mirpur,Darussalam
1200.0,"Darussalam, Mirpur, Dhaka",7665000,Apartment,3.0,3.0,1390.0,23.7792,90.35374,Mirpur,Darussalam
1201.0,"Darussalam, Mirpur, Dhaka",7665000,Apartment,3.0,3.0,1390.0,23.7792,90.35374,Mirpur,Darussalam
1202.0,"Darussalam, Mirpur, Dhaka",7665000,Apartment,3.0,3.0,1390.0,23.7792,90.35374,Mirpur,Darussalam
1203.0,"Darussalam, Mirpur, Dhaka",7665000,Apartment,3.0,3.0,1390.0,23.7792,90.35374,Mirpur,Darussalam
1204.0,"Darussalam, Mirpur, Dhaka",8167000,Apartment,3.0,3.0,1485.0,23.7792,90.35374,Mirpur,Darussalam
1205.0,"Sector 11, Purbachal, Dhaka",32000000,Plot,,,3640.0,23.85879,90.39941,Purbachal,Sector 11
1206.0,"Block B, Bashundhara R-A, Dhaka",16500000,Apartment,3.0,4.0,2100.0,23.75729,90.36780999999999,BashundharaR-A,Block B
1207.0,"Ahmed Nagar, Mirpur, Dhaka",6500000,Apartment,3.0,3.0,1172.0,23.81223,90.35967,Mirpur,Ahmed Nagar
1208.0,"Sector 11, Uttara, Dhaka",11000000,Apartment,3.0,4.0,1530.0,23.86846,90.3928,Uttara,Sector 11
1209.0,"Kalachandpur Main Road, Kalachandpur, Dhaka",8500000,Apartment,3.0,3.0,1101.0,23.80953,90.42126999999999,Kalachandpur,Kalachandpur Main Road
1210.0,"Kalachandpur Main Road, Kalachandpur, Dhaka",7072000,Apartment,3.0,3.0,1088.0,23.80953,90.42126999999999,Kalachandpur,Kalachandpur Main Road
